time;logger;level;message;exception
2011-12-07 21:33:38.0515;Raven.Database.Storage.IndexDefinitionStorage;Info;"New index RavenCommitsByDispatched:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using Raven.Database.Indexing;
public class Index_RavenCommitsByDispatched : AbstractViewGenerator
{
	public Index_RavenCommitsByDispatched()
	{
		this.ViewText = @""docs.RavenCommits
	.Select(c => new {Dispatched = c.Dispatched})
"";
		this.ForEntityNames.Add(""RavenCommits"");
		this.AddMapDefinition(docs => docs.Where(__document => __document[""@metadata""][""Raven-Entity-Name""] == ""RavenCommits"").Select(c => new { Dispatched = c.Dispatched, __document_id = c.__document_id }));
		this.AddField(""Dispatched"");
		this.AddField(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using Raven.Database.Indexing;
public class Index_RavenCommitsByDispatched : AbstractViewGenerator
{
	public Index_RavenCommitsByDispatched()
	{
		this.ViewText = @""docs.RavenCommits
	.Select(c => new {Dispatched = c.Dispatched})
"";
		this.ForEntityNames.Add(""RavenCommits"");
		this.AddMapDefinition(docs => docs.Where(__document => __document[""@metadata""][""Raven-Entity-Name""] == ""RavenCommits"").Select(c => new { Dispatched = c.Dispatched, __document_id = c.__document_id }));
		this.AddField(""Dispatched"");
		this.AddField(""__document_id"");
	}
}
";
2011-12-07 21:33:38.0535;Raven.Database.Indexing.IndexStorage;Info;Creating index RavenCommitsByDispatched with encoded name RavenCommitsByDispatched;
2011-12-07 21:33:38.0535;Raven.Database.Indexing.Index.Indexing;Debug;Creating index for RavenCommitsByDispatched;
2011-12-07 21:33:38.0535;Raven.Database.Server.HttpServer;Debug;Request #   7: PUT     -   182 ms - <default>  - 201 - /indexes/RavenCommitsByDispatched;
2011-12-07 21:33:38.0535;Raven.Database.Server.HttpServer;Debug;Request #   8: HEAD    -     0 ms - <default>  - 404 - /indexes/RavenSnapshotByStreamIdAndRevision;
2011-12-07 21:33:38.2735;Raven.Database.Storage.IndexDefinitionStorage;Info;"New index RavenSnapshotByStreamIdAndRevision:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using Raven.Database.Indexing;
public class Index_RavenSnapshotByStreamIdAndRevision : AbstractViewGenerator
{
	public Index_RavenSnapshotByStreamIdAndRevision()
	{
		this.ViewText = @""docs.RavenSnapshots
	.Select(s => new {StreamId = s.StreamId, StreamRevision = s.StreamRevision})
"";
		this.ForEntityNames.Add(""RavenSnapshots"");
		this.AddMapDefinition(docs => docs.Where(__document => __document[""@metadata""][""Raven-Entity-Name""] == ""RavenSnapshots"").Select(s => new { StreamId = s.StreamId, StreamRevision = s.StreamRevision, __document_id = s.__document_id }));
		this.AddField(""StreamId"");
		this.AddField(""StreamRevision"");
		this.AddField(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using Raven.Database.Indexing;
public class Index_RavenSnapshotByStreamIdAndRevision : AbstractViewGenerator
{
	public Index_RavenSnapshotByStreamIdAndRevision()
	{
		this.ViewText = @""docs.RavenSnapshots
	.Select(s => new {StreamId = s.StreamId, StreamRevision = s.StreamRevision})
"";
		this.ForEntityNames.Add(""RavenSnapshots"");
		this.AddMapDefinition(docs => docs.Where(__document => __document[""@metadata""][""Raven-Entity-Name""] == ""RavenSnapshots"").Select(s => new { StreamId = s.StreamId, StreamRevision = s.StreamRevision, __document_id = s.__document_id }));
		this.AddField(""StreamId"");
		this.AddField(""StreamRevision"");
		this.AddField(""__document_id"");
	}
}
";
2011-12-07 21:33:38.2735;Raven.Database.Indexing.IndexStorage;Info;Creating index RavenSnapshotByStreamIdAndRevision with encoded name RavenSnapshotByStreamIdAndRevision;
2011-12-07 21:33:38.2735;Raven.Database.Indexing.Index.Indexing;Debug;Creating index for RavenSnapshotByStreamIdAndRevision;
2011-12-07 21:33:38.2735;Raven.Database.Server.HttpServer;Debug;Request #   9: PUT     -   118 ms - <default>  - 201 - /indexes/RavenSnapshotByStreamIdAndRevision;
2011-12-07 21:33:38.2895;Raven.Database.Server.HttpServer;Debug;Request #  10: HEAD    -     0 ms - <default>  - 404 - /indexes/RavenStreamHeadBySnapshotAge;
